Order Date,Ship Mode,Customer Name,Segment,State,Category,Sub-Category,Sales,Quantity,Profit,LenCust
12/25/2017,Standard Class,Ralph Arnett,Consumer,New York,Furniture,Bookcases,191.984,2,4.7996,12
6/21/2014,Second Class,Naresj Patel,Consumer,Virginia,Furniture,Furnishings,104.01,1,14.5614,12
6/21/2014,Second Class,Naresj Patel,Consumer,Virginia,Technology,Phones,284.82,1,74.0532,12
6/21/2014,Second Class,Naresj Patel,Consumer,Virginia,Office Supplies,Storage,36.84,3,10.3152,12
3/28/2015,Standard Class,Alan Barnes,Consumer,California,Technology,Accessories,166.24,1,24.936,11
3/28/2015,Standard Class,Alan Barnes,Consumer,California,Office Supplies,Paper,33.4,5,16.032,11
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Art,198.272,8,17.3488,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Labels,47.36,4,17.76,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Envelopes,200.984,7,62.8075,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Labels,97.696,4,31.7512,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Art,2.696,1,0.8088,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Binders,18.588,2,-13.6312,12
5/14/2015,First Class,Jesus Ocampo,Home Office,Pennsylvania,Office Supplies,Binders,4.896,3,-3.4272,12
9/2/2017,Standard Class,Dorris liebe,Corporate,Ohio,Furniture,Furnishings,15.072,3,4.1448,12
11/4/2016,Second Class,Alejandro Savely,Corporate,Washington,Furniture,Furnishings,209.88,3,35.6796,16
4/9/2015,Standard Class,Jay Kimmel,Consumer,California,Furniture,Tables,369.912,3,-13.8717,10
9/12/2014,Standard Class,Brad Norvell,Corporate,North Carolina,Office Supplies,Paper,10.368,2,3.6288,12
9/12/2014,Standard Class,Brad Norvell,Corporate,North Carolina,Office Supplies,Appliances,166.84,5,18.7695,12
9/12/2014,Standard Class,Brad Norvell,Corporate,North Carolina,Technology,Accessories,15.216,1,2.2824,12
12/2/2014,First Class,David Philippe,Consumer,New York,Technology,Accessories,119.96,4,52.7824,14
12/2/2014,First Class,David Philippe,Consumer,New York,Furniture,Bookcases,883.92,5,-110.49,14
12/2/2014,First Class,David Philippe,Consumer,New York,Office Supplies,Binders,46.72,8,15.768,14
4/5/2014,First Class,Tracy Hopkins,Home Office,New York,Office Supplies,Paper,55.48,1,26.6304,13
9/3/2017,Standard Class,Arthur Prichep,Consumer,Florida,Office Supplies,Envelopes,24.448,4,8.8624,14
5/19/2017,Standard Class,Roland Schwarz,Corporate,New York,Office Supplies,Appliances,281.34,6,109.7226,14
5/19/2017,Standard Class,Roland Schwarz,Corporate,New York,Technology,Phones,307.98,2,89.3142,14
5/19/2017,Standard Class,Roland Schwarz,Corporate,New York,Technology,Accessories,299.97,3,113.9886,14
7/1/2014,Second Class,Dorris liebe,Corporate,Washington,Office Supplies,Binders,19.92,5,6.972,12
1/11/2014,First Class,Seth Vernon,Consumer,Delaware,Furniture,Furnishings,9.94,2,3.0814,11
9/24/2017,Standard Class,Kelly Collister,Consumer,Ohio,Furniture,Furnishings,103.056,3,24.4758,15
6/2/2014,Standard Class,Christine Kargatis,Home Office,Utah,Office Supplies,Binders,59.808,3,19.4376,18
6/2/2014,Standard Class,Christine Kargatis,Home Office,Utah,Furniture,Furnishings,73.32,6,21.996,18
2/13/2016,Standard Class,Ross DeVincentis,Home Office,California,Office Supplies,Paper,146.82,3,73.41,16
12/15/2016,Standard Class,Michael Paige,Corporate,Michigan,Furniture,Tables,1652.94,3,231.4116,13
12/15/2016,Standard Class,Michael Paige,Corporate,Michigan,Office Supplies,Storage,296.37,3,80.0199,13
10/7/2014,Standard Class,Mathew Reese,Home Office,Pennsylvania,Furniture,Furnishings,129.92,5,21.112,12
7/7/2016,Standard Class,Steve Chapman,Corporate,Florida,Office Supplies,Supplies,45.584,7,5.1282,13
9/16/2017,Standard Class,Jay Fein,Consumer,Texas,Office Supplies,Envelopes,17.568,2,6.3684,8
9/16/2017,Standard Class,Jay Fein,Consumer,Texas,Technology,Phones,55.992,1,5.5992,8
12/3/2016,First Class,Emily Grady,Consumer,New York,Office Supplies,Paper,182.72,8,84.0512,11
12/3/2016,First Class,Emily Grady,Consumer,New York,Furniture,Tables,400.032,2,-153.3456,11
12/3/2016,First Class,Emily Grady,Consumer,New York,Office Supplies,Storage,33.63,3,10.089,11
12/3/2016,First Class,Emily Grady,Consumer,New York,Furniture,Chairs,542.646,3,102.4998,11
12/3/2016,First Class,Emily Grady,Consumer,New York,Office Supplies,Labels,6.3,2,3.024,11
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Office Supplies,Storage,242.94,3,9.7176,12
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Technology,Accessories,179.97,3,86.3856,12
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,99.696,6,33.6474,12
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,27.936,4,9.4284,12
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Furniture,Bookcases,84.98,1,18.6956,12
1/21/2017,Standard Class,Darrin Sayre,Home Office,Washington,Office Supplies,Binders,18.72,5,6.552,12
9/8/2014,Standard Class,Gary Zandusky,Consumer,California,Technology,Accessories,49.98,2,8.4966,13
1/4/2014,Standard Class,Phillina Ober,Home Office,Illinois,Office Supplies,Labels,11.784,3,4.2717,13
1/4/2014,Standard Class,Phillina Ober,Home Office,Illinois,Office Supplies,Storage,272.736,3,-64.7748,13
1/4/2014,Standard Class,Phillina Ober,Home Office,Illinois,Office Supplies,Binders,3.54,2,-5.487,13
8/27/2016,Standard Class,Sung Shariari,Consumer,Texas,Office Supplies,Supplies,51.52,5,-10.948,13
8/27/2016,Standard Class,Sung Shariari,Consumer,Texas,Office Supplies,Paper,3.528,1,1.1466,13
8/27/2016,Standard Class,Sung Shariari,Consumer,Texas,Office Supplies,Paper,4.624,1,1.6762,13
8/27/2016,Standard Class,Sung Shariari,Consumer,Texas,Office Supplies,Supplies,55.168,4,6.2064,13
5/27/2014,Same Day,Maya Herman,Corporate,California,Furniture,Tables,567.12,10,-28.356,11
5/27/2014,Same Day,Maya Herman,Corporate,California,Office Supplies,Storage,359.32,4,7.1864,11
3/20/2016,Second Class,Peter Bühler,Consumer,Illinois,Technology,Phones,11.992,1,0.8994,12
10/2/2017,Standard Class,Roland Fjeld,Consumer,Michigan,Office Supplies,Binders,58.05,3,26.703,12
10/2/2017,Standard Class,Roland Fjeld,Consumer,Michigan,Furniture,Furnishings,157.74,11,56.7864,12
10/2/2017,Standard Class,Roland Fjeld,Consumer,Michigan,Office Supplies,Art,56.98,7,22.792,12
10/2/2017,Standard Class,Roland Fjeld,Consumer,Michigan,Office Supplies,Binders,2.88,1,1.4112,12
4/7/2016,First Class,Yoseph Carroll,Corporate,California,Technology,Copiers,1199.976,3,374.9925,14
12/7/2015,Standard Class,Melanie Seite,Consumer,California,Furniture,Furnishings,79.92,4,28.7712,13
9/18/2016,Standard Class,Nona Balk,Corporate,Florida,Furniture,Tables,383.438,4,-167.3184,9
12/29/2014,Standard Class,Debra Catini,Consumer,Minnesota,Office Supplies,Storage,24.56,2,6.8768,12
12/29/2014,Standard Class,Debra Catini,Consumer,Minnesota,Technology,Accessories,119.8,4,47.92,12
7/23/2017,Standard Class,Christine Phan,Corporate,New York,Office Supplies,Binders,13.128,3,4.2666,14
9/18/2017,Standard Class,Barry Französisch,Corporate,Wisconsin,Office Supplies,Paper,22.72,4,10.224,17
8/31/2015,Standard Class,Andrew Roberts,Consumer,California,Office Supplies,Paper,58.32,9,27.9936,14
11/3/2017,Standard Class,Julie Creighton,Corporate,Georgia,Office Supplies,Labels,12.39,3,5.6994,15
2/8/2015,Standard Class,Lisa Hazard,Consumer,Ohio,Technology,Phones,107.982,3,-26.9955,11
1/13/2014,Second Class,Chris Selesnick,Corporate,Louisiana,Office Supplies,Envelopes,11.36,2,5.3392,15
1/13/2014,Second Class,Chris Selesnick,Corporate,Louisiana,Office Supplies,Envelopes,50.94,3,25.47,15
1/13/2014,Second Class,Chris Selesnick,Corporate,Louisiana,Technology,Accessories,646.74,6,258.696,15
1/13/2014,Second Class,Chris Selesnick,Corporate,Louisiana,Office Supplies,Binders,5.64,3,2.7072,15
1/13/2014,Second Class,Chris Selesnick,Corporate,Louisiana,Office Supplies,Storage,572.58,6,34.3548,15
5/14/2014,Standard Class,Anthony Johnson,Corporate,Florida,Furniture,Furnishings,310.88,2,23.316,15
5/19/2016,Standard Class,Laurel Elliston,Consumer,Virginia,Furniture,Chairs,641.96,2,179.7488,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,18.28,2,9.14,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Technology,Phones,207.0,3,51.75,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,32.35,5,16.175,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Office Supplies,Binders,7.71,1,3.4695,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Office Supplies,Art,40.3,2,10.881,15
1/30/2017,Standard Class,Benjamin Venier,Corporate,Iowa,Furniture,Furnishings,34.58,7,14.5236,15
6/29/2014,Standard Class,Dan Lawera,Consumer,Ohio,Office Supplies,Art,32.76,7,3.6855,10
8/21/2015,First Class,Nick Zandusky,Home Office,California,Furniture,Chairs,544.008,3,40.8006,13
8/21/2015,First Class,Nick Zandusky,Home Office,California,Office Supplies,Paper,59.94,3,28.1718,13
8/21/2015,First Class,Nick Zandusky,Home Office,California,Office Supplies,Paper,23.92,4,11.7208,13
8/21/2015,First Class,Nick Zandusky,Home Office,California,Office Supplies,Paper,4.28,1,1.926,13
10/3/2015,Second Class,Bryan Mills,Consumer,Ohio,Office Supplies,Binders,32.07,5,-22.449,11
10/3/2015,Second Class,Bryan Mills,Consumer,Ohio,Technology,Accessories,24.0,2,-2.7,11
10/3/2015,Second Class,Bryan Mills,Consumer,Ohio,Furniture,Bookcases,35.49,1,-15.6156,11
10/3/2015,Second Class,Bryan Mills,Consumer,Ohio,Technology,Accessories,47.984,2,0.5998,11
5/23/2015,Standard Class,Erin Ashbrook,Corporate,South Carolina,Office Supplies,Envelopes,186.69,3,87.7443,13
3/17/2017,Second Class,Clay Ludtke,Consumer,California,Office Supplies,Binders,17.456,2,5.8914,11
12/12/2015,Standard Class,Liz Thompson,Consumer,California,Furniture,Chairs,348.928,2,34.8928,12
6/26/2015,Standard Class,Sue Ann Reed,Consumer,Virginia,Office Supplies,Binders,143.96,4,69.1008,12
6/26/2015,Standard Class,Sue Ann Reed,Consumer,Virginia,Office Supplies,Storage,15.42,1,4.1634,12
6/26/2015,Standard Class,Sue Ann Reed,Consumer,Virginia,Office Supplies,Binders,43.04,8,21.0896,12
6/26/2015,Standard Class,Sue Ann Reed,Consumer,Virginia,Furniture,Chairs,332.94,3,79.9056,12
5/20/2016,Same Day,Joe Kamberova,Consumer,North Carolina,Technology,Phones,1363.96,5,85.2475,13
9/20/2014,Standard Class,Erica Smith,Consumer,California,Office Supplies,Labels,9.96,2,4.5816,11
9/20/2014,Standard Class,Erica Smith,Consumer,California,Office Supplies,Paper,21.72,4,10.6428,11
9/21/2017,Standard Class,Rick Hansen,Consumer,Minnesota,Office Supplies,Binders,20.16,7,9.8784,11
12/24/2015,First Class,David Bremer,Corporate,New York,Office Supplies,Paper,132.79,7,63.7392,12
12/24/2015,First Class,David Bremer,Corporate,New York,Office Supplies,Paper,12.96,2,6.2208,12
12/24/2015,First Class,David Bremer,Corporate,New York,Office Supplies,Labels,21.56,7,10.3488,12
11/27/2015,Standard Class,Carlos Daly,Consumer,California,Furniture,Chairs,283.92,5,17.745,11
2/20/2017,First Class,Helen Wasserman,Corporate,California,Furniture,Furnishings,22.23,1,7.3359,15
2/20/2017,First Class,Helen Wasserman,Corporate,California,Technology,Phones,215.968,2,18.8972,15
8/18/2016,Second Class,Helen Wasserman,Corporate,New York,Office Supplies,Appliances,355.32,9,99.4896,15
3/12/2016,Standard Class,Mike Caudle,Corporate,Louisiana,Office Supplies,Paper,12.96,2,6.2208,11
4/22/2017,First Class,Gary McGarr,Consumer,California,Furniture,Furnishings,18.28,2,6.2152,11
11/1/2014,Standard Class,Russell Applegate,Consumer,Colorado,Office Supplies,Art,43.176,3,4.3176,17
11/1/2014,Standard Class,Russell Applegate,Consumer,Colorado,Technology,Phones,1983.968,4,247.996,17
2/3/2015,First Class,Allen Armold,Consumer,Nebraska,Furniture,Furnishings,28.4,2,11.076,12
2/3/2015,First Class,Allen Armold,Consumer,Nebraska,Technology,Accessories,149.97,3,50.9898,12
10/13/2014,First Class,Zuschuss Carroll,Consumer,Washington,Office Supplies,Art,11.52,4,3.2256,16
10/13/2014,First Class,Zuschuss Carroll,Consumer,Washington,Furniture,Tables,1298.55,5,311.652,16
10/13/2014,First Class,Zuschuss Carroll,Consumer,Washington,Office Supplies,Appliances,213.92,4,62.0368,16
10/13/2014,First Class,Zuschuss Carroll,Consumer,Washington,Technology,Accessories,25.78,2,2.578,16
5/14/2017,Same Day,Pauline Johnson,Consumer,California,Furniture,Furnishings,18.28,2,6.2152,15
5/14/2017,Same Day,Pauline Johnson,Consumer,California,Technology,Accessories,1399.93,7,601.9699,15
3/20/2015,First Class,Bart Watters,Corporate,Wisconsin,Office Supplies,Paper,51.84,8,24.8832,12
9/15/2016,Standard Class,Dean Braden,Consumer,Pennsylvania,Office Supplies,Paper,5.344,1,1.8704,11
6/28/2014,Standard Class,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,41.472,8,14.5152,15
6/28/2014,Standard Class,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,3.168,3,-2.4288,15
6/28/2014,Standard Class,Cynthia Arntzen,Consumer,Pennsylvania,Furniture,Chairs,1228.465,5,0.0,15
6/28/2014,Standard Class,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,31.086,3,-22.7964,15
6/28/2014,Standard Class,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,335.52,4,117.432,15
6/20/2017,Standard Class,Toby Ritter,Consumer,New Jersey,Technology,Accessories,239.97,3,71.991,11
6/20/2017,Standard Class,Toby Ritter,Consumer,New Jersey,Office Supplies,Labels,9.82,2,4.8118,11
5/9/2014,Standard Class,Patrick Gardner,Consumer,California,Technology,Accessories,67.8,4,4.068,15
5/9/2014,Standard Class,Patrick Gardner,Consumer,California,Technology,Accessories,167.97,3,40.3128,15
8/21/2017,Standard Class,Greg Tran,Consumer,Minnesota,Office Supplies,Fasteners,35.0,7,16.8,9
8/21/2017,Standard Class,Greg Tran,Consumer,Minnesota,Office Supplies,Supplies,37.24,4,10.7996,9
8/21/2017,Standard Class,Greg Tran,Consumer,Minnesota,Office Supplies,Envelopes,15.28,2,7.4872,9
6/16/2017,Second Class,Joel Eaton,Consumer,Kentucky,Furniture,Chairs,301.96,2,90.588,10
6/16/2017,Second Class,Joel Eaton,Consumer,Kentucky,Office Supplies,Appliances,180.66,3,50.5848,10
6/16/2017,Second Class,Joel Eaton,Consumer,Kentucky,Technology,Phones,191.98,2,51.8346,10
6/16/2017,Second Class,Joel Eaton,Consumer,Kentucky,Technology,Phones,65.99,1,17.1574,10
7/23/2016,Standard Class,Jennifer Braxton,Corporate,Florida,Office Supplies,Art,35.216,2,2.6412,16
7/23/2016,Standard Class,Jennifer Braxton,Corporate,Florida,Office Supplies,Appliances,23.696,2,6.5164,16
7/23/2016,Standard Class,Jennifer Braxton,Corporate,Florida,Technology,Machines,265.475,1,-111.4995,16
9/8/2014,Second Class,Lisa Hazard,Consumer,Texas,Office Supplies,Binders,51.184,4,-79.3352,11
11/4/2017,Standard Class,James Lanier,Home Office,Tennessee,Office Supplies,Paper,9.664,2,3.2616,12
3/7/2016,Standard Class,Ed Braxton,Corporate,Texas,Technology,Phones,21.072,3,1.5804,10
11/20/2015,Standard Class,Brian Moss,Corporate,New York,Office Supplies,Art,60.45,3,16.3215,10
11/20/2015,Standard Class,Brian Moss,Corporate,New York,Office Supplies,Art,11.52,4,3.3408,10
11/20/2015,Standard Class,Brian Moss,Corporate,New York,Furniture,Bookcases,186.048,4,9.3024,10
11/7/2016,First Class,Eudokia Martin,Corporate,California,Office Supplies,Binders,37.44,4,11.7,14
11/7/2016,First Class,Eudokia Martin,Corporate,California,Office Supplies,Binders,26.976,4,8.7672,14
11/7/2016,First Class,Eudokia Martin,Corporate,California,Office Supplies,Supplies,11.36,2,3.2944,14
11/7/2016,First Class,Eudokia Martin,Corporate,California,Office Supplies,Labels,14.62,2,6.8714,14
10/13/2015,Standard Class,Art Foster,Consumer,Kentucky,Technology,Phones,83.72,7,23.4416,10
10/13/2015,Standard Class,Art Foster,Consumer,Kentucky,Furniture,Chairs,287.94,3,77.7438,10
1/1/2017,Standard Class,Guy Armstrong,Consumer,Ohio,Furniture,Furnishings,48.896,4,8.5568,13
2/7/2014,Standard Class,Cyma Kinney,Corporate,New Jersey,Technology,Accessories,115.36,7,49.6048,11
6/20/2016,Second Class,Dave Poirier,Corporate,California,Office Supplies,Art,5.16,2,1.3416,12
6/20/2016,Second Class,Dave Poirier,Corporate,California,Office Supplies,Paper,38.88,6,18.6624,12
5/28/2016,Standard Class,Valerie Dominguez,Consumer,Mississippi,Office Supplies,Art,185.88,6,50.1876,17
2/19/2016,Standard Class,Greg Tran,Consumer,New York,Furniture,Furnishings,44.46,2,14.6718,9
2/19/2016,Standard Class,Greg Tran,Consumer,New York,Office Supplies,Storage,242.94,3,9.7176,9
8/3/2014,Standard Class,Berenike Kampe,Consumer,New York,Office Supplies,Paper,39.96,2,18.7812,14
8/3/2014,Standard Class,Berenike Kampe,Consumer,New York,Office Supplies,Supplies,102.3,10,26.598,14
8/3/2014,Standard Class,Berenike Kampe,Consumer,New York,Office Supplies,Storage,21.36,2,5.7672,14
4/10/2017,Standard Class,Sanjit Jacobs,Home Office,New Jersey,Office Supplies,Paper,7.61,1,3.5767,13
4/10/2017,Standard Class,Sanjit Jacobs,Home Office,New Jersey,Office Supplies,Fasteners,7.16,2,3.58,13
6/9/2014,Standard Class,Chuck Magee,Consumer,California,Office Supplies,Supplies,7.36,2,0.1472,11
6/9/2014,Standard Class,Chuck Magee,Consumer,California,Office Supplies,Art,23.1,2,10.626,11
1/5/2016,Second Class,Anthony Johnson,Corporate,Florida,Technology,Accessories,191.472,6,40.6878,15
1/5/2016,Second Class,Anthony Johnson,Corporate,Florida,Office Supplies,Art,5.248,2,0.5904,15
1/5/2016,Second Class,Anthony Johnson,Corporate,Florida,Technology,Phones,59.184,2,5.1786,15
1/10/2014,Standard Class,Anthony Jacobs,Corporate,Virginia,Office Supplies,Labels,2.89,1,1.3583,14
1/10/2014,Standard Class,Anthony Jacobs,Corporate,Virginia,Furniture,Furnishings,51.94,1,21.2954,14
9/29/2016,First Class,Linda Southworth,Corporate,Pennsylvania,Office Supplies,Labels,15.936,4,5.1792,16
4/6/2014,Standard Class,Guy Phonely,Corporate,Pennsylvania,Office Supplies,Binders,44.91,6,-35.928,11
9/3/2016,First Class,Paul Knutson,Home Office,Pennsylvania,Office Supplies,Binders,1141.47,5,-760.98,12
9/3/2016,First Class,Paul Knutson,Home Office,Pennsylvania,Technology,Phones,280.782,3,-46.797,12
10/19/2015,First Class,Tracy Blumstein,Consumer,New Hampshire,Office Supplies,Paper,34.44,3,17.22,15
12/10/2014,Standard Class,Sally Matthias,Consumer,New York,Office Supplies,Paper,11.36,2,5.2256,14
12/10/2014,Standard Class,Sally Matthias,Consumer,New York,Office Supplies,Binders,106.344,7,37.2204,14
8/25/2017,Standard Class,Guy Armstrong,Consumer,North Carolina,Office Supplies,Paper,192.16,5,67.256,13
1/17/2016,Standard Class,Chuck Clark,Home Office,New Hampshire,Furniture,Furnishings,322.59,3,64.518,11
1/17/2016,Standard Class,Chuck Clark,Home Office,New Hampshire,Technology,Accessories,29.99,1,13.1956,11
1/17/2016,Standard Class,Chuck Clark,Home Office,New Hampshire,Technology,Accessories,371.97,3,66.9546,11
9/17/2014,Standard Class,Anthony Garverick,Home Office,Pennsylvania,Office Supplies,Binders,5.892,4,-4.1244,17
11/30/2017,Second Class,Harold Pawlan,Home Office,New York,Office Supplies,Binders,68.472,3,23.1093,13
11/30/2017,Second Class,Harold Pawlan,Home Office,New York,Furniture,Chairs,1242.9,5,262.39,13
10/9/2015,Standard Class,Dave Kipp,Consumer,Virginia,Office Supplies,Storage,30.84,2,8.3268,9
12/23/2017,Same Day,Gary Zandusky,Consumer,California,Office Supplies,Art,13.48,4,5.9312,13
10/22/2016,First Class,Peter McVee,Home Office,Michigan,Furniture,Furnishings,31.4,5,10.048,11
4/29/2014,Standard Class,Lauren Leatherbury,Consumer,New York,Furniture,Furnishings,17.46,2,5.9364,18
4/25/2015,Second Class,Jill Stevenson,Corporate,California,Office Supplies,Binders,13.944,3,4.5318,14
6/26/2017,Standard Class,Olvera Toch,Consumer,California,Office Supplies,Storage,83.76,12,1.6752,11
10/14/2017,Standard Class,Ed Ludwig,Home Office,Maryland,Office Supplies,Binders,37.66,7,18.4534,9
12/9/2014,Standard Class,Cyma Kinney,Corporate,California,Office Supplies,Paper,34.68,6,16.9932,11
6/20/2017,Standard Class,Jeremy Ellison,Consumer,New York,Technology,Accessories,149.95,5,14.995,14
6/20/2017,Standard Class,Jeremy Ellison,Consumer,New York,Office Supplies,Binders,51.312,3,18.6006,14
6/26/2017,First Class,Tracy Hopkins,Home Office,Michigan,Office Supplies,Paper,4.54,1,2.043,13
6/26/2017,First Class,Tracy Hopkins,Home Office,Michigan,Office Supplies,Art,15.92,4,5.4128,13
6/26/2017,First Class,Tracy Hopkins,Home Office,Michigan,Technology,Phones,543.92,8,135.98,13
11/10/2016,First Class,Pamela Coakley,Corporate,California,Office Supplies,Storage,155.82,7,42.0714,14
11/10/2016,First Class,Pamela Coakley,Corporate,California,Office Supplies,Binders,70.008,3,24.5028,14
10/3/2016,Second Class,Hunter Lopez,Consumer,Texas,Office Supplies,Envelopes,15.648,2,5.0856,12
9/9/2014,Standard Class,Maribeth Schnelling,Consumer,Michigan,Office Supplies,Labels,103.6,7,51.8,19
10/29/2017,Second Class,George Bell,Corporate,New York,Office Supplies,Paper,46.96,8,22.5408,11
4/10/2016,First Class,Justin Ritter,Corporate,Ohio,Office Supplies,Binders,8.904,2,-6.5296,13
11/11/2017,First Class,Tamara Dahlen,Consumer,Texas,Office Supplies,Labels,10.44,5,3.393,13
11/11/2017,First Class,Tamara Dahlen,Consumer,Texas,Office Supplies,Binders,18.336,4,-32.088,13
9/15/2017,First Class,Dave Brooks,Consumer,Illinois,Technology,Phones,323.976,3,20.2485,11
4/8/2016,Standard Class,Logan Currie,Consumer,California,Office Supplies,Paper,20.04,3,9.6192,12
4/8/2016,Standard Class,Logan Currie,Consumer,California,Office Supplies,Storage,64.96,2,2.5984,12
4/8/2016,Standard Class,Logan Currie,Consumer,California,Office Supplies,Paper,12.96,2,6.2208,12
12/30/2017,Standard Class,Patrick O'Donnell,Consumer,New York,Furniture,Bookcases,323.136,4,12.1176,17
12/30/2017,Standard Class,Patrick O'Donnell,Consumer,New York,Technology,Phones,90.93,7,2.7279,17
12/30/2017,Standard Class,Patrick O'Donnell,Consumer,New York,Office Supplies,Binders,52.776,3,19.791,17
9/2/2017,Standard Class,Bill Eplett,Home Office,Michigan,Technology,Phones,1199.8,4,323.946,11
9/2/2017,Standard Class,Bill Eplett,Home Office,Michigan,Technology,Accessories,1928.78,7,829.3754,11
9/2/2017,Standard Class,Bill Eplett,Home Office,Michigan,Office Supplies,Storage,352.38,2,81.0474,11
5/31/2015,Standard Class,Sample Company A,Home Office,Connecticut,Furniture,Furnishings,22.2,6,9.102,16
11/27/2017,First Class,Brian Moss,Corporate,Wisconsin,Furniture,Furnishings,46.94,1,19.2454,10
11/27/2017,First Class,Brian Moss,Corporate,Wisconsin,Technology,Accessories,143.73,9,56.0547,10
6/15/2014,Standard Class,Kelly Lampkin,Corporate,Texas,Furniture,Tables,99.918,2,-18.5562,13
6/15/2014,Standard Class,Kelly Lampkin,Corporate,Texas,Furniture,Chairs,797.944,4,-56.996,13
6/15/2014,Standard Class,Kelly Lampkin,Corporate,Texas,Office Supplies,Binders,8.568,3,-14.5656,13
3/5/2016,Standard Class,Rob Williams,Corporate,Texas,Office Supplies,Envelopes,149.352,3,50.4063,12
3/5/2016,Standard Class,Rob Williams,Corporate,Texas,Office Supplies,Storage,12.992,1,-0.812,12
12/5/2014,Standard Class,Roy Collins,Consumer,Virginia,Office Supplies,Storage,24.56,2,6.8768,11
4/11/2015,Standard Class,Sanjit Engle,Consumer,New York,Technology,Accessories,85.14,3,34.9074,12
4/11/2015,Standard Class,Sanjit Engle,Consumer,New York,Technology,Phones,21.99,1,10.5552,12
4/11/2015,Standard Class,Sanjit Engle,Consumer,New York,Office Supplies,Appliances,406.6,5,113.848,12
9/15/2016,Standard Class,Adam Hart,Corporate,New York,Office Supplies,Binders,841.568,2,294.5488,9
9/13/2014,First Class,Jessica Myrick,Consumer,Pennsylvania,Office Supplies,Paper,15.552,3,5.4432,14
9/13/2014,First Class,Jessica Myrick,Consumer,Pennsylvania,Technology,Accessories,252.0,5,53.55,14
10/5/2015,Standard Class,Joel Jenkins,Home Office,Virginia,Office Supplies,Art,46.2,4,12.936,12
10/5/2015,Standard Class,Joel Jenkins,Home Office,Virginia,Office Supplies,Appliances,28.84,2,9.5172,12
4/14/2017,First Class,Alan Barnes,Consumer,Ohio,Office Supplies,Art,14.592,3,2.5536,11
4/14/2017,First Class,Alan Barnes,Consumer,Ohio,Office Supplies,Art,89.856,3,21.3408,11
4/14/2017,First Class,Alan Barnes,Consumer,Ohio,Office Supplies,Paper,13.872,3,5.0286,11
9/2/2017,Standard Class,Ralph Kennedy,Consumer,Pennsylvania,Office Supplies,Paper,12.192,3,4.1148,13
6/20/2016,Standard Class,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Paper,45.056,8,15.2064,19
6/20/2016,Standard Class,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Binders,29.718,6,-21.7932,19
6/20/2016,Standard Class,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Paper,15.552,3,5.4432,19
6/20/2016,Standard Class,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Appliances,447.696,2,33.5772,19
11/5/2017,First Class,Ruben Ausman,Corporate,New Mexico,Technology,Accessories,159.99,1,54.3966,12
12/13/2015,Standard Class,Rachel Payne,Corporate,California,Office Supplies,Paper,12.96,2,6.2208,12
12/13/2015,Standard Class,Rachel Payne,Corporate,California,Office Supplies,Appliances,134.48,4,34.9648,12
6/19/2016,First Class,Karen Carlisle,Corporate,California,Office Supplies,Paper,17.12,2,8.0464,14
12/13/2016,Standard Class,Rob Williams,Corporate,California,Office Supplies,Binders,6.096,2,2.2098,12
12/13/2016,Standard Class,Rob Williams,Corporate,California,Furniture,Tables,1114.272,4,41.7852,12
5/29/2015,Standard Class,John Lucas,Consumer,Washington,Office Supplies,Paper,32.4,5,15.552,10
5/29/2015,Standard Class,John Lucas,Consumer,Washington,Office Supplies,Storage,540.57,3,140.5482,10
5/29/2015,Standard Class,John Lucas,Consumer,Washington,Office Supplies,Binders,167.76,5,62.91,10
7/26/2015,First Class,Cynthia Arntzen,Consumer,Arizona,Furniture,Tables,393.165,3,-204.4458,15
