order_date,ship_mode,customer_name,segment,city,state,region,category,sub-category,sales,quantity,profit
9/6/2015,Standard Class,Beth Thompson,Home Office,Seattle,Washington,West,Furniture,Furnishings,191.82,3,74.8098
6/29/2015,Standard Class,Steven Cartwright,Consumer,Lancaster,Pennsylvania,East,Furniture,Furnishings,20.104,1,1.7591
11/21/2017,Standard Class,Scott Williamson,Consumer,New York City,New York,East,Furniture,Furnishings,27.42,1,11.2422
10/1/2017,First Class,Neola Schneider,Consumer,San Jose,California,West,Furniture,Chairs,108.608,4,9.5032
12/6/2015,Same Day,Dennis Kane,Consumer,Marion,Ohio,East,Furniture,Chairs,70.686,1,-24.2352
3/19/2016,Second Class,Bobby Trafton,Consumer,Littleton,Colorado,West,Furniture,Bookcases,72.294,1,-98.8018
10/1/2016,Standard Class,Greg Matthias,Consumer,New York City,New York,East,Furniture,Tables,330.588,1,-115.7058
6/26/2017,Standard Class,Denny Blanton,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,526.45,5,31.587
4/20/2017,Standard Class,Sanjit Jacobs,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,44.4,2,-52.17
9/17/2016,Standard Class,Laura Armstrong,Corporate,Bangor,Maine,East,Furniture,Furnishings,109.48,2,33.9388
6/16/2017,First Class,Troy Staebel,Consumer,San Francisco,California,West,Furniture,Chairs,1212.96,7,90.972
2/6/2017,First Class,Mark Van Huff,Consumer,Arlington,Virginia,South,Furniture,Bookcases,359.97,3,79.1934
3/6/2015,Standard Class,John Lucas,Consumer,San Francisco,California,West,Furniture,Furnishings,435.26,7,95.7572
10/3/2014,Second Class,Allen Rosenblatt,Corporate,Los Angeles,California,West,Furniture,Tables,143.432,1,3.5858
10/3/2014,Second Class,Allen Rosenblatt,Corporate,Los Angeles,California,West,Furniture,Chairs,122.352,3,13.7646
6/27/2014,Standard Class,Liz MacKendrick,Consumer,Southaven,Mississippi,South,Furniture,Tables,85.98,1,22.3548
10/30/2017,First Class,Jim Karlsson,Consumer,Seattle,Washington,West,Furniture,Chairs,97.568,2,-6.098
10/30/2017,First Class,Jim Karlsson,Consumer,Seattle,Washington,West,Furniture,Chairs,614.272,8,-23.0352
10/30/2017,First Class,Jim Karlsson,Consumer,Seattle,Washington,West,Furniture,Bookcases,199.98,2,37.9962
1/8/2017,First Class,Ricardo Sperren,Corporate,Seattle,Washington,West,Furniture,Tables,892.98,2,80.3682
4/20/2015,Standard Class,Theresa Swint,Corporate,Columbus,Georgia,South,Furniture,Furnishings,595.38,6,297.69
12/23/2017,Standard Class,Filia McAdams,Corporate,Middletown,Connecticut,East,Furniture,Furnishings,181.95,3,38.2095
11/1/2015,Standard Class,Valerie Dominguez,Consumer,New York City,New York,East,Furniture,Furnishings,259.7,5,106.477
9/17/2017,Second Class,Meg O'Connel,Home Office,Roswell,Georgia,South,Furniture,Chairs,723.92,4,188.2192
12/23/2016,First Class,Ben Peterman,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,141.372,2,-14.1372
6/11/2017,First Class,Becky Castell,Home Office,Peoria,Arizona,West,Furniture,Chairs,280.792,1,35.099
7/20/2017,Standard Class,Elizabeth Moffitt,Corporate,Sioux Falls,South Dakota,Central,Furniture,Chairs,182.94,3,27.441
9/15/2015,Second Class,Brendan Murry,Corporate,New York City,New York,East,Furniture,Bookcases,46.384,1,1.1596
12/25/2015,Standard Class,Justin Deggeller,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,547.136,4,-68.392
12/31/2014,First Class,Gary Mitchum,Home Office,Franklin,Massachusetts,East,Furniture,Furnishings,63.2,5,23.384
3/13/2016,Standard Class,Liz Thompson,Consumer,San Antonio,Texas,Central,Furniture,Tables,557.585,5,0.0
8/31/2015,First Class,Scott Cohen,Corporate,San Francisco,California,West,Furniture,Bookcases,1552.831,7,200.9546
3/17/2014,Standard Class,Christine Phan,Corporate,New York City,New York,East,Furniture,Tables,1579.746,7,-447.5947
3/17/2014,Standard Class,Christine Phan,Corporate,New York City,New York,East,Furniture,Tables,1071.576,4,-553.6476
3/17/2014,Standard Class,Christine Phan,Corporate,New York City,New York,East,Furniture,Tables,613.908,3,-122.7816
3/13/2016,Standard Class,Adam Bellavance,Home Office,Waynesboro,Virginia,South,Furniture,Furnishings,127.88,2,40.9216
11/24/2014,Second Class,Erica Hackney,Consumer,Sacramento,California,West,Furniture,Chairs,120.712,1,-18.1068
9/23/2016,Standard Class,Kelly Lampkin,Corporate,Fairfield,Ohio,East,Furniture,Furnishings,532.704,6,-26.6352
7/7/2016,Second Class,Barry Französisch,Corporate,Aurora,Illinois,Central,Furniture,Furnishings,60.288,8,-27.1296
7/7/2016,Second Class,Barry Französisch,Corporate,Aurora,Illinois,Central,Furniture,Chairs,253.372,2,-14.4784
5/6/2016,Standard Class,Brad Eason,Home Office,Lorain,Ohio,East,Furniture,Furnishings,54.712,7,11.6263
12/6/2015,Standard Class,Speros Goranitis,Consumer,New York City,New York,East,Furniture,Furnishings,113.92,4,42.1504
9/27/2016,Standard Class,Harry Marie,Corporate,Huntsville,Texas,Central,Furniture,Bookcases,956.6648,7,-225.0976
3/23/2017,First Class,Bill Eplett,Home Office,San Francisco,California,West,Furniture,Furnishings,211.84,8,76.2624
11/12/2014,Standard Class,Joseph Airdo,Consumer,Los Angeles,California,West,Furniture,Tables,629.064,3,31.4532
12/29/2016,Standard Class,Troy Blackwell,Consumer,Milwaukee,Wisconsin,Central,Furniture,Chairs,754.45,5,60.356
7/6/2015,Standard Class,Paul Prost,Home Office,Holyoke,Massachusetts,East,Furniture,Bookcases,301.96,2,60.392
12/25/2017,Standard Class,Susan Vittorini,Consumer,Fairfield,Ohio,East,Furniture,Tables,273.06,2,-104.673
6/11/2016,Standard Class,Mary Zewe,Corporate,Arlington,Texas,Central,Furniture,Furnishings,12.544,7,-9.0944
12/28/2017,Standard Class,Harry Marie,Corporate,Seattle,Washington,West,Furniture,Furnishings,7.4,2,3.034
3/25/2014,Standard Class,Annie Zypern,Consumer,New York City,New York,East,Furniture,Chairs,366.786,7,65.2064
7/3/2017,Standard Class,Christina Anderson,Consumer,Farmington,New Mexico,West,Furniture,Furnishings,545.85,9,114.6285
11/18/2014,Second Class,Pierre Wener,Consumer,Louisville,Colorado,West,Furniture,Tables,145.98,2,-99.2664
7/17/2017,Standard Class,Shaun Weien,Consumer,Tampa,Florida,South,Furniture,Furnishings,7.904,2,2.1736
5/22/2016,Standard Class,Art Ferguson,Consumer,Passaic,New Jersey,East,Furniture,Tables,174.286,2,-19.9184
10/31/2016,Standard Class,Bill Donatelli,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,492.835,5,-14.081
1/22/2016,Standard Class,Carlos Meador,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,14.272,8,4.2816
1/22/2016,Standard Class,Carlos Meador,Consumer,Fayetteville,North Carolina,South,Furniture,Bookcases,451.136,4,-67.6704
11/3/2016,First Class,Phillip Flathmann,Consumer,Los Angeles,California,West,Furniture,Chairs,217.584,2,-29.9178
9/4/2017,Second Class,Greg Maxwell,Corporate,Los Angeles,California,West,Furniture,Tables,1322.352,3,-99.1764
8/28/2017,Standard Class,Kristina Nunn,Home Office,Seattle,Washington,West,Furniture,Tables,1137.75,5,250.305
9/10/2016,Second Class,Kean Thornton,Consumer,Houston,Texas,Central,Furniture,Tables,300.93,5,-34.392
6/16/2014,Standard Class,Sonia Cooley,Consumer,Mishawaka,Indiana,Central,Furniture,Chairs,647.84,8,32.392
7/25/2014,Second Class,Ken Lonsdale,Consumer,San Francisco,California,West,Furniture,Furnishings,77.92,8,34.2848
11/11/2016,Standard Class,Brenda Bowman,Corporate,Chicago,Illinois,Central,Furniture,Chairs,47.992,2,-2.0568
5/2/2017,Standard Class,Dorothy Wardle,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,129.93,3,12.993
1/27/2015,Second Class,Seth Vernon,Consumer,Cleveland,Ohio,East,Furniture,Chairs,181.986,2,-54.5958
7/16/2015,Same Day,Eleni McCrary,Corporate,San Francisco,California,West,Furniture,Chairs,1348.704,6,-219.1644
7/16/2015,Same Day,Eleni McCrary,Corporate,San Francisco,California,West,Furniture,Chairs,700.152,3,78.7671
4/30/2016,Standard Class,Ken Dana,Corporate,Scottsdale,Arizona,West,Furniture,Furnishings,111.888,7,22.3776
9/8/2016,Standard Class,Anne Pryor,Home Office,Malden,Massachusetts,East,Furniture,Bookcases,173.94,3,13.9152
4/16/2017,Standard Class,Joel Eaton,Consumer,San Jose,California,West,Furniture,Bookcases,102.833,1,-6.049
11/19/2017,Standard Class,Adrian Barton,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,821.88,6,213.6888
10/8/2016,Standard Class,Bart Watters,Corporate,Houston,Texas,Central,Furniture,Furnishings,51.712,8,-32.32
5/31/2015,Standard Class,Tamara Manning,Consumer,Orem,Utah,West,Furniture,Bookcases,1406.86,7,140.686
11/1/2017,Second Class,Sarah Foster,Consumer,Bellingham,Washington,West,Furniture,Tables,2665.62,9,239.9058
7/9/2017,Standard Class,Sean Miller,Home Office,Lafayette,Indiana,Central,Furniture,Furnishings,526.45,5,31.587
1/26/2014,Standard Class,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,62.82,3,30.7818
1/26/2014,Standard Class,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,12.42,3,4.4712
6/30/2017,Standard Class,Ralph Arnett,Consumer,New York City,New York,East,Furniture,Furnishings,22.23,1,9.7812
9/8/2016,Standard Class,Sanjit Engle,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,14.136,2,-7.7748
9/8/2016,Standard Class,Sanjit Engle,Consumer,Wheeling,Illinois,Central,Furniture,Tables,601.47,3,-300.735
6/4/2016,Same Day,Edward Nazzal,Consumer,New York City,New York,East,Furniture,Bookcases,136.784,1,5.1294
6/4/2016,Same Day,Edward Nazzal,Consumer,New York City,New York,East,Furniture,Furnishings,61.12,4,20.7808
11/25/2014,Standard Class,Matt Collister,Corporate,Arlington,Texas,Central,Furniture,Tables,1218.735,5,-121.8735
11/25/2014,Standard Class,Matt Collister,Corporate,Arlington,Texas,Central,Furniture,Furnishings,6.096,3,-3.9624
4/28/2016,Standard Class,Bill Overfelt,Corporate,Los Angeles,California,West,Furniture,Chairs,41.568,2,2.598
4/26/2014,Standard Class,Aleksandra Gannaway,Corporate,Los Angeles,California,West,Furniture,Chairs,230.28,3,23.028
5/15/2017,Standard Class,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Furnishings,39.96,2,17.1828
5/15/2017,Standard Class,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Chairs,42.624,2,4.2624
5/15/2017,Standard Class,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Chairs,220.96,1,24.858
7/5/2015,Second Class,Barbara Fisher,Corporate,Fayetteville,North Carolina,South,Furniture,Furnishings,4.928,2,0.7392
6/12/2017,Standard Class,Sarah Bern,Consumer,New York City,New York,East,Furniture,Chairs,858.24,4,143.04
4/17/2016,Second Class,Ben Ferrer,Home Office,Raleigh,North Carolina,South,Furniture,Furnishings,18.624,8,6.2856
9/7/2014,Second Class,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,57.69,3,23.6529
9/7/2014,Second Class,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,821.88,6,213.6888
9/26/2016,Standard Class,Sally Hughsby,Corporate,Hesperia,California,West,Furniture,Bookcases,424.9575,5,19.998
9/17/2017,Second Class,Alan Schoenberger,Corporate,Provo,Utah,West,Furniture,Bookcases,1292.94,3,77.5764
12/24/2015,Standard Class,Harold Ryan,Corporate,Gilbert,Arizona,West,Furniture,Chairs,883.84,4,99.432
5/1/2016,First Class,Herbert Flentye,Consumer,Memphis,Tennessee,South,Furniture,Tables,370.62,3,-142.071
8/25/2015,Standard Class,Nancy Lomonaco,Home Office,Los Angeles,California,West,Furniture,Chairs,40.784,1,4.5882
9/9/2014,Second Class,Rick Reed,Corporate,Lowell,Massachusetts,East,Furniture,Chairs,785.88,6,212.1876
1/22/2016,Standard Class,Anthony Johnson,Corporate,Seattle,Washington,West,Furniture,Furnishings,109.9,5,37.366
10/15/2014,Standard Class,Dan Lawera,Consumer,Hialeah,Florida,South,Furniture,Furnishings,15.384,1,4.0383
3/18/2014,Standard Class,Sean Miller,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,30.768,2,8.0766
3/18/2014,Standard Class,Sean Miller,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,122.352,3,15.294
1/30/2015,Standard Class,Charles Crestani,Consumer,Los Angeles,California,West,Furniture,Furnishings,227.36,7,81.8496
10/9/2017,First Class,Cathy Prescott,Corporate,Lakewood,Ohio,East,Furniture,Furnishings,45.888,4,9.1776
12/6/2014,Second Class,Luke Foster,Consumer,Houston,Texas,Central,Furniture,Furnishings,23.976,3,-14.3856
11/7/2017,Standard Class,Emily Phan,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,350.352,4,-140.1408
2/13/2017,Standard Class,Fred Harton,Consumer,Seattle,Washington,West,Furniture,Furnishings,107.53,1,21.506
11/13/2015,Standard Class,Ken Lonsdale,Consumer,Newark,Delaware,East,Furniture,Bookcases,299.97,3,56.9943
11/4/2014,Standard Class,MaryBeth Skach,Consumer,San Diego,California,West,Furniture,Furnishings,35.34,2,13.4292
6/20/2015,Second Class,Stewart Carmichael,Corporate,San Francisco,California,West,Furniture,Furnishings,257.64,6,100.4796
5/12/2014,Standard Class,Kean Thornton,Consumer,Franklin,Massachusetts,East,Furniture,Tables,700.056,3,-130.0104
6/8/2014,Standard Class,Carlos Soltero,Consumer,Seattle,Washington,West,Furniture,Chairs,585.552,3,73.194
5/26/2014,Standard Class,Herbert Flentye,Consumer,Los Angeles,California,West,Furniture,Chairs,225.296,2,22.5296
3/11/2016,Standard Class,Julie Prescott,Home Office,Columbus,Georgia,South,Furniture,Furnishings,76.92,4,31.5372
12/10/2017,First Class,Brian Thompson,Consumer,Fort Lauderdale,Florida,South,Furniture,Furnishings,19.104,3,5.7312
7/17/2015,Second Class,Jessica Myrick,Consumer,Bakersfield,California,West,Furniture,Bookcases,195.466,2,-13.7976
4/30/2017,Standard Class,Saphhira Shifley,Corporate,Pompano Beach,Florida,South,Furniture,Furnishings,23.68,8,6.216
9/21/2015,First Class,Cynthia Delaney,Home Office,Los Angeles,California,West,Furniture,Chairs,601.536,4,0.0
12/2/2014,Standard Class,Michael Dominguez,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,58.36,5,-24.803
12/2/2014,Standard Class,Michael Dominguez,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,39.96,5,-23.976
4/12/2014,Standard Class,Kean Nguyen,Corporate,Redondo Beach,California,West,Furniture,Bookcases,308.499,3,-18.147
11/3/2017,Standard Class,Denise Leinenbach,Consumer,Las Cruces,New Mexico,West,Furniture,Furnishings,41.37,3,17.3754
9/7/2015,Standard Class,Charles Crestani,Consumer,El Paso,Texas,Central,Furniture,Chairs,47.516,2,-2.0364
7/25/2015,Second Class,Michelle Huthwaite,Consumer,Seattle,Washington,West,Furniture,Bookcases,704.9,5,56.392
7/25/2015,Second Class,Michelle Huthwaite,Consumer,Seattle,Washington,West,Furniture,Chairs,561.568,2,28.0784
11/16/2015,Second Class,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Central,Furniture,Furnishings,185.58,6,76.0878
11/16/2015,Second Class,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Central,Furniture,Tables,214.11,3,36.3987
11/16/2015,Second Class,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Central,Furniture,Tables,653.55,3,111.1035
9/1/2015,Standard Class,Daniel Raglin,Home Office,Franklin,Massachusetts,East,Furniture,Chairs,60.74,1,15.185
9/1/2015,Standard Class,Daniel Raglin,Home Office,Franklin,Massachusetts,East,Furniture,Furnishings,124.36,2,27.3592
5/5/2016,First Class,Darrin Martin,Consumer,Encinitas,California,West,Furniture,Tables,298.776,3,7.4694
9/25/2014,Standard Class,Michelle Tran,Home Office,Houston,Texas,Central,Furniture,Bookcases,300.5328,2,-97.2312
3/14/2014,Standard Class,Christine Kargatis,Home Office,Chesapeake,Virginia,South,Furniture,Chairs,1139.92,4,284.98
12/27/2016,Standard Class,Brooke Gillingham,Corporate,Woodstock,Illinois,Central,Furniture,Chairs,845.488,8,-12.0784
4/8/2017,Standard Class,Denise Monton,Corporate,Roswell,Georgia,South,Furniture,Furnishings,56.28,6,15.7584
3/19/2016,Second Class,Susan Vittorini,Consumer,Oceanside,New York,East,Furniture,Furnishings,14.98,1,6.8908
3/19/2016,Second Class,Susan Vittorini,Consumer,Oceanside,New York,East,Furniture,Furnishings,20.32,4,6.9088
8/26/2016,First Class,Don Jones,Corporate,San Diego,California,West,Furniture,Chairs,1603.136,4,100.196
8/15/2016,Second Class,Christopher Conant,Consumer,Fayetteville,North Carolina,South,Furniture,Chairs,225.296,2,22.5296
5/19/2017,Standard Class,Shahid Collister,Consumer,Atlanta,Georgia,South,Furniture,Bookcases,1628.82,9,374.6286
6/12/2017,Standard Class,Lena Creighton,Consumer,Saint Petersburg,Florida,South,Furniture,Furnishings,17.088,2,1.068
3/22/2014,Standard Class,Beth Fritzler,Corporate,Tucson,Arizona,West,Furniture,Chairs,314.352,3,-35.3646
1/21/2016,Second Class,Tamara Dahlen,Consumer,San Diego,California,West,Furniture,Chairs,153.568,2,-5.7588
1/21/2016,Second Class,Tamara Dahlen,Consumer,San Diego,California,West,Furniture,Chairs,1013.488,7,76.0116
11/11/2016,Second Class,Berenike Kampe,Consumer,San Francisco,California,West,Furniture,Furnishings,6.96,4,2.2272
10/18/2016,Standard Class,Emily Phan,Consumer,Tempe,Arizona,West,Furniture,Chairs,307.92,5,-34.641
4/29/2014,Second Class,Harry Greene,Consumer,Lake Charles,Louisiana,South,Furniture,Chairs,51.96,2,12.99
10/23/2017,Standard Class,Julie Creighton,Corporate,Rochester,New York,East,Furniture,Furnishings,69.08,11,29.0136
4/26/2015,Standard Class,Pierre Wener,Consumer,Houston,Texas,Central,Furniture,Chairs,408.422,2,-5.8346
6/27/2016,Standard Class,Katharine Harms,Corporate,Highland Park,Illinois,Central,Furniture,Chairs,539.658,3,-7.7094
11/23/2016,Same Day,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,14.368,2,3.9512
11/23/2016,Same Day,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,70.448,7,12.3284
9/2/2014,First Class,Justin MacKendrick,Consumer,Watertown,New York,East,Furniture,Furnishings,70.71,1,4.9497
7/10/2017,Second Class,Becky Pak,Consumer,Columbus,Georgia,South,Furniture,Furnishings,18.84,3,7.9128
11/18/2017,Standard Class,Maria Etezadi,Home Office,Saginaw,Michigan,Central,Furniture,Furnishings,19.76,4,8.2992
8/8/2015,Same Day,Thomas Thornton,Consumer,San Francisco,California,West,Furniture,Chairs,144.784,1,10.8588
3/25/2017,Standard Class,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,Furniture,Chairs,90.99,1,14.5584
3/25/2017,Standard Class,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,Furniture,Chairs,1526.56,7,427.4368
3/25/2017,Standard Class,Justin Deggeller,Corporate,Milwaukee,Wisconsin,Central,Furniture,Chairs,368.97,3,40.5867
11/19/2017,Standard Class,Mick Crebagga,Consumer,Los Angeles,California,West,Furniture,Furnishings,18.7,1,7.106
11/4/2016,First Class,Lisa Hazard,Consumer,San Francisco,California,West,Furniture,Furnishings,38.29,7,16.4647
12/14/2017,Standard Class,Mike Pelletier,Home Office,San Diego,California,West,Furniture,Furnishings,26.25,3,11.025
11/12/2017,Same Day,Eugene Moren,Home Office,Glendale,Arizona,West,Furniture,Chairs,113.888,2,9.9652
11/12/2017,Same Day,Eugene Moren,Home Office,Glendale,Arizona,West,Furniture,Furnishings,113.568,2,-5.6784
6/27/2017,Standard Class,Michelle Arnett,Home Office,Watertown,New York,East,Furniture,Chairs,191.646,3,31.941
12/16/2017,Second Class,Andy Yotov,Corporate,Oceanside,California,West,Furniture,Chairs,81.568,2,9.1764
12/16/2017,Second Class,Andy Yotov,Corporate,Oceanside,California,West,Furniture,Chairs,97.184,2,6.074
12/16/2017,Second Class,Andy Yotov,Corporate,Oceanside,California,West,Furniture,Furnishings,18.96,2,7.584
12/27/2014,Standard Class,Corey-Lock,Consumer,Skokie,Illinois,Central,Furniture,Furnishings,32.952,6,-19.7712
11/6/2017,Second Class,Jill Fjeld,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,28.272,2,6.3612
5/7/2015,Standard Class,Anna Gayman,Consumer,Allen,Texas,Central,Furniture,Tables,244.006,2,-31.3722
12/4/2017,Same Day,Darrin Van Huff,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,188.552,7,-2.6936
1/13/2014,Second Class,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,South,Furniture,Chairs,545.94,6,87.3504
6/12/2015,Standard Class,Giulietta Baptist,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,43.296,2,4.3296
7/12/2014,Standard Class,Clay Ludtke,Consumer,Seattle,Washington,West,Furniture,Chairs,123.136,4,13.8528
12/6/2014,Second Class,Ryan Crowe,Consumer,Springfield,Oregon,West,Furniture,Tables,275.49,1,-170.8038
5/25/2016,Standard Class,Julia Barnett,Home Office,Columbus,Georgia,South,Furniture,Furnishings,24.96,4,6.24
6/21/2014,Standard Class,Natalie Webber,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.984,1,0.6474
12/5/2016,First Class,James Galang,Consumer,Murray,Kentucky,South,Furniture,Furnishings,191.82,3,74.8098
9/17/2015,Standard Class,Lindsay Shagiari,Home Office,New York City,New York,East,Furniture,Tables,344.22,2,-103.266
8/23/2016,Standard Class,Mick Hernandez,Home Office,Pharr,Texas,Central,Furniture,Furnishings,22.608,3,-10.1736
11/8/2015,Standard Class,Sanjit Chand,Consumer,West Jordan,Utah,West,Furniture,Furnishings,66.69,3,22.0077
11/17/2017,Standard Class,Joy Bell-,Consumer,Brownsville,Texas,Central,Furniture,Bookcases,327.7328,2,-14.4588
4/22/2017,Standard Class,Meg O'Connel,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.0
12/17/2017,Standard Class,Arianne Irving,Consumer,Chesapeake,Virginia,South,Furniture,Chairs,504.9,5,80.784
9/21/2015,Standard Class,Dario Medina,Corporate,Lincoln Park,Michigan,Central,Furniture,Bookcases,194.32,4,31.0912
11/21/2016,Standard Class,Justin Hirsh,Consumer,Gresham,Oregon,West,Furniture,Chairs,195.136,4,-12.196
6/11/2015,Standard Class,Brian Dahlen,Consumer,Monroe,Louisiana,South,Furniture,Furnishings,29.16,2,10.7892
10/3/2017,Standard Class,Aaron Smayling,Corporate,Pasadena,California,West,Furniture,Tables,171.288,3,-6.4233
5/5/2016,Standard Class,Zuschuss Donatelli,Consumer,Chattanooga,Tennessee,South,Furniture,Furnishings,16.72,5,3.344
9/11/2017,Same Day,Karen Ferguson,Home Office,Long Beach,California,West,Furniture,Chairs,2054.272,8,256.784
4/2/2017,First Class,Tony Chapman,Home Office,Columbus,Georgia,South,Furniture,Tables,411.8,2,70.006
10/6/2017,Standard Class,Nick Zandusky,Home Office,Meridian,Idaho,West,Furniture,Furnishings,41.96,2,2.9372
10/19/2017,Second Class,Hilary Holden,Corporate,San Francisco,California,West,Furniture,Furnishings,30.56,2,10.3904
10/19/2017,Second Class,Hilary Holden,Corporate,San Francisco,California,West,Furniture,Tables,24.368,2,-3.3506
11/17/2014,Standard Class,Yoseph Carroll,Corporate,Newark,Delaware,East,Furniture,Furnishings,124.41,3,14.9292
10/3/2015,Standard Class,Bruce Stewart,Consumer,Los Angeles,California,West,Furniture,Bookcases,120.666,2,18.4548
7/20/2014,Standard Class,Katherine Murray,Home Office,Dallas,Texas,Central,Furniture,Furnishings,16.74,5,-14.229
7/20/2014,Standard Class,Katherine Murray,Home Office,Dallas,Texas,Central,Furniture,Chairs,981.372,2,-140.196
2/9/2017,Standard Class,Tom Prescott,Consumer,Houston,Texas,Central,Furniture,Furnishings,3.984,2,-2.6892
3/31/2017,Second Class,Daniel Byrd,Home Office,Henderson,Kentucky,South,Furniture,Furnishings,61.0,5,25.62
4/27/2017,Standard Class,Cynthia Voltz,Corporate,Fort Worth,Texas,Central,Furniture,Bookcases,220.2656,4,-42.1096
4/14/2017,Standard Class,Christine Sundaresam,Consumer,New York City,New York,East,Furniture,Bookcases,242.352,3,9.0882
12/22/2017,Second Class,Jason Gross,Corporate,Providence,Rhode Island,East,Furniture,Bookcases,220.98,1,50.8254
8/23/2016,Standard Class,Maxwell Schwartz,Consumer,Seattle,Washington,West,Furniture,Chairs,532.704,6,-39.9528
6/11/2015,First Class,Jim Epp,Corporate,Lakeland,Florida,South,Furniture,Chairs,1123.92,5,-182.637
6/11/2015,First Class,Jim Epp,Corporate,Lakeland,Florida,South,Furniture,Furnishings,48.672,3,7.3008
12/16/2014,First Class,Chad Cunningham,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.46,2,14.6718
12/16/2014,First Class,Chad Cunningham,Home Office,Los Angeles,California,West,Furniture,Chairs,241.568,2,18.1176
8/24/2014,First Class,Jennifer Patt,Corporate,Oceanside,New York,East,Furniture,Furnishings,13.28,2,6.3744
11/12/2017,Standard Class,Lindsay Shagiari,Home Office,Dallas,Texas,Central,Furniture,Furnishings,22.848,3,-17.7072
9/5/2016,Standard Class,Anthony Rawles,Corporate,Austin,Texas,Central,Furniture,Chairs,347.802,7,-24.843
2/11/2017,Second Class,Cari Sayre,Corporate,Seattle,Washington,West,Furniture,Chairs,963.136,4,108.3528
12/15/2015,First Class,Natalie Fritzler,Consumer,Newark,Ohio,East,Furniture,Furnishings,262.864,7,69.0018
8/24/2015,Standard Class,Eleni McCrary,Corporate,New York City,New York,East,Furniture,Tables,284.364,2,-75.8304
10/29/2016,First Class,Katrina Willman,Consumer,Lansing,Michigan,Central,Furniture,Furnishings,67.0,5,32.16
5/28/2016,Standard Class,Kimberly Carter,Corporate,Tallahassee,Florida,South,Furniture,Chairs,390.272,8,-24.392
3/21/2016,Standard Class,Kean Takahito,Consumer,Chicago,Illinois,Central,Furniture,Chairs,528.43,5,0.0
9/23/2017,Standard Class,Arthur Prichep,Consumer,Fort Collins,Colorado,West,Furniture,Bookcases,180.588,2,-240.784
12/5/2017,Standard Class,Suzanne McNair,Corporate,New York City,New York,East,Furniture,Furnishings,20.94,3,6.0726
12/5/2017,Standard Class,Suzanne McNair,Corporate,New York City,New York,East,Furniture,Furnishings,58.68,2,18.1908
5/18/2014,Second Class,Ted Trevino,Consumer,Akron,Ohio,East,Furniture,Furnishings,149.232,3,3.7308
11/10/2014,Standard Class,Ruben Dartt,Consumer,San Diego,California,West,Furniture,Furnishings,39.88,2,11.1664
11/10/2014,Standard Class,Ruben Dartt,Consumer,San Diego,California,West,Furniture,Furnishings,53.2,5,14.896
9/1/2017,Second Class,Bradley Nguyen,Consumer,New York City,New York,East,Furniture,Furnishings,114.9,5,39.066
1/15/2016,Same Day,Roy Collins,Consumer,Fairfield,Connecticut,East,Furniture,Tables,181.797,1,-15.5826
11/20/2016,Standard Class,David Wiener,Corporate,Houston,Texas,Central,Furniture,Chairs,318.43,5,-77.333
11/20/2016,Standard Class,David Wiener,Corporate,Houston,Texas,Central,Furniture,Furnishings,7.068,3,-2.8272
12/1/2017,Standard Class,Sarah Jordon,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,317.058,3,-18.1176
